date,fire_scar,site,plot,location,site_notes,shrub_regen_present,shrub_regen_species,shrub_regen_count,shrub_notes,s_bd1,s_bd2,s_bd3,photos
2025-07-25,McDonald,McDo3,B,3 m,NA,no,NA,NA,NA,NA,NA,NA,7e508714-3a90-4ed3-84e3-2680839f5419
2025-07-25,McDonald,McDo3,B,9 m,Cone ball on site,no,NA,NA,NA,NA,NA,NA,4604bff0-f78e-4c97-9fe3-73fe847a19ec
2025-07-25,McDonald,McDo3,B,6 m,NA,no,NA,NA,NA,NA,NA,NA,f1dfeb76-857c-4b6e-a5cd-933b470418b5
2025-07-25,McDonald,McDo3,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,b60364b7-f5d1-4bdc-b14e-f4f7f36eaee8
2025-07-25,McDonald,McDo3,C,3 m,NA,no,NA,NA,NA,NA,NA,NA,b20fe406-e7b0-4270-96ce-e331b8ac9cce
2025-07-25,McDonald,McDo3,C,9 m,NA,no,NA,NA,NA,NA,NA,NA,e97fee73-2231-48db-992b-9be8ed24757c
2025-07-29,McDonald,McDo4,A,6 m,NA,no,NA,NA,NA,NA,NA,NA,a188f825-69a3-4bca-ba84-70cb175f2faa
2025-07-29,McDonald,McDo4,A,9 m,NA,no,NA,NA,NA,NA,NA,NA,36247492-9983-428c-8753-f42d1c71b7de
2025-07-29,McDonald,McDo4,A,3 m,NA,no,NA,NA,NA,NA,NA,NA,0066c0a6-d296-439e-af57-dfb4d18d462a
2025-07-29,McDonald,McDo4,B,6 m,NA,no,NA,NA,NA,NA,NA,NA,aa4f08ee-e3c8-406f-9805-76eba4b9b853
2025-07-29,McDonald,McDo4,B,3 m,Patch of deeply burned area. Some mineral present with tree root exposed,no,NA,NA,NA,NA,NA,NA,619d6342-c7af-41a0-a7a6-5acbdf864a38
2025-07-29,McDonald,McDo4,B,9 m,NA,no,NA,NA,NA,NA,NA,NA,e3d0a8fc-57cc-4b94-9370-786050b09d8d
2025-07-29,McDonald,McDo4,C,9 m,NA,no,NA,NA,NA,NA,NA,NA,91489ac1-c624-40b3-a2f0-47c729f1f12b
2025-07-29,McDonald,McDo4,C,3 m,NA,no,NA,NA,NA,NA,NA,NA,f15b2bd2-bc6c-48ce-9efc-947085f304c9
2025-07-29,McDonald,McDo4,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,772bf92f-0bf1-4537-9076-e2d7f8265f16
2025-07-29,McDonald,McDo5,A,6 m,NA,no,NA,NA,NA,NA,NA,NA,24d5be4b-504d-4775-a331-1d64a9b2ddb8
2025-07-29,McDonald,McDo5,A,9 m,NA,no,NA,NA,NA,NA,NA,NA,6a2ae9b7-06a5-486d-bc59-187f294bfd11
2025-07-29,McDonald,McDo5,A,3 m,NA,no,NA,NA,NA,NA,NA,NA,d3d1b783-02b1-48f3-9ea1-49aa7e98e1dd
2025-07-29,McDonald,McDo5,B,3 m,NA,no,NA,NA,NA,NA,NA,NA,c55a8b52-059e-4d10-b1bf-57a7f7ba1042
2025-07-29,McDonald,McDo5,B,6 m,NA,no,NA,NA,NA,NA,NA,NA,9ae2e1d6-1520-4665-886c-2681fd3428ad
2025-07-29,McDonald,McDo5,B,9 m,Yellow jacket nest right next to plot on left side of tape. Sampled on right side.,no,NA,NA,NA,NA,NA,NA,7af800da-3132-440e-9e86-c7df73dac4d3
2025-07-29,McDonald,McDo5,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,57e33edb-b52f-45e3-b1a2-3f8d951587de
2025-07-29,McDonald,McDo5,C,3 m,NA,no,NA,NA,NA,NA,NA,NA,1c9a470c-a0d3-45a9-882b-cf31978ac159
2025-07-29,McDonald,McDo5,C,9 m,NA,no,NA,NA,NA,NA,NA,NA,e39986cd-4bb8-4153-9896-c373d601fcaa
2025-07-29,McDonald,McDo6,A,9 m,NA,no,NA,NA,NA,NA,NA,NA,a060a80f-c2f3-4def-be0b-5afd14e68569
2025-07-29,McDonald,McDo6,A,6 m,NA,no,NA,NA,NA,NA,NA,NA,0222110e-7b11-46b6-b49c-921f8e52da31
2025-07-29,McDonald,McDo6,A,3 m,NA,no,NA,NA,NA,NA,NA,NA,e2eb5df6-47b4-444b-814c-1fdc85f91521
2025-07-29,McDonald,McDo6,B,6 m,NA,no,NA,NA,NA,NA,NA,NA,ffb6b81e-bc64-49f0-9961-f3ca865db597
2025-07-29,McDonald,McDo6,B,9 m,NA,no,NA,NA,NA,NA,NA,NA,94ae8ba3-c789-4509-bf01-014fd0618c8e
2025-07-29,McDonald,McDo6,B,3 m,NA,no,NA,NA,NA,NA,NA,NA,0357a872-9e9c-4cd3-af56-ab4a04dd9e7a
2025-07-29,McDonald,McDo6,C,3 m,NA,no,NA,NA,NA,NA,NA,NA,fb16cbf3-a98d-48f0-8aa4-a4df30fbc3b2
2025-07-29,McDonald,McDo6,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,ada8e42c-3dbf-41b5-9e25-c2d860593e3e
2025-07-29,McDonald,McDo6,C,9 m,NA,no,NA,NA,NA,NA,NA,NA,1495725c-31a8-4b10-860b-73171af9092e
2024-08-01,Munson Creek,MuCr1,A,9 m,Quadrat placed at 9m only to capture seedlings. No other data gathered at this spot.,no,NA,NA,NA,NA,NA,NA,NA
2024-08-01,Munson Creek,MuCr1,A,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-08-01,Munson Creek,MuCr1,A,0 m,"0m, not 9m. Entered as 9 due to fulcrum set up.",no,NA,NA,NA,NA,NA,NA,NA
2024-08-01,Munson Creek,MuCr1,A,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-08-01,Munson Creek,MuCr1,B,3 m,NA,yes,Salix,1,NA,1.04,NA,NA,NA
2024-08-01,Munson Creek,MuCr1,B,6 m,NA,yes,Salix,6,NA,0.84,0.53,0.36,NA
2024-08-01,Munson Creek,MuCr1,B,6 m,NA,yes,Salix,4,NA,0.59,0.67,0.64,NA
2024-08-01,Munson Creek,MuCr1,B,6 m,NA,yes,Salix,6,NA,0.55,0.47,0.5,NA
2024-08-01,Munson Creek,MuCr1,B,6 m,NA,yes,Salix,7,NA,0.49,0.63,0.96,NA
2024-08-01,Munson Creek,MuCr1,B,9 m,Quadrat placed at 9m just to capture seedlings. No other data collected at 9m,no,NA,NA,NA,NA,NA,NA,NA
2024-08-01,Munson Creek,MuCr1,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-08-01,Munson Creek,MuCr1,C,3 m,NA,yes,Salix,2,NA,0.4,0.28,NA,NA
2024-08-01,Munson Creek,MuCr1,C,9 m,Added extra quadrat to capture seedlings. Did not collect data for anything other than seedlings.,no,NA,NA,NA,NA,NA,NA,NA
2024-08-01,Munson Creek,MuCr2,A,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-08-01,Munson Creek,MuCr2,A,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-08-01,Munson Creek,MuCr2,B,9 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-08-01,Munson Creek,MuCr2,B,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-08-01,Munson Creek,MuCr2,B,3 m,2nd pic is Unkn liverwort in ground cover,no,NA,NA,NA,NA,NA,NA,NA
2024-08-01,Munson Creek,MuCr2,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-08-01,Munson Creek,MuCr2,C,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-08-01,Munson Creek,MuCr3,A,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-08-01,Munson Creek,MuCr3,A,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-08-01,Munson Creek,MuCr3,B,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-08-01,Munson Creek,MuCr3,B,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-08-01,Munson Creek,MuCr3,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-08-01,Munson Creek,MuCr3,C,3 m,NA,yes,Salix,1,NA,0.56,NA,NA,NA
2024-08-01,Munson Creek,MuCr3,C,3 m,NA,yes,Salix,3,NA,0.33,0.7,0.35,NA
2024-08-04,Munson Creek,MuCr4,A,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-08-04,Munson Creek,MuCr4,A,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-08-04,Munson Creek,MuCr4,B,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-08-04,Munson Creek,MuCr4,B,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-08-04,Munson Creek,MuCr4,C,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-08-04,Munson Creek,MuCr4,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-08-04,Munson Creek,MuCr5,A,6 m,NA,yes,Salix,6,NA,1.1,0.71,0.56,NA
2024-08-04,Munson Creek,MuCr5,A,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-08-04,Munson Creek,MuCr5,B,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-08-04,Munson Creek,MuCr5,B,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-08-04,Munson Creek,MuCr5,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-08-04,Munson Creek,MuCr5,C,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-30,Nugget Creek,NuCr1,A,3 m,NA,yes,Salix,13,NA,1.23,1.55,1.72,NA
2024-07-30,Nugget Creek,NuCr1,A,6 m,NA,yes,Salix,1,NA,1.83,NA,NA,NA
2024-07-30,Nugget Creek,NuCr1,B,3 m,NA,yes,Salix,3,NA,0.35,0.94,0.24,NA
2024-07-30,Nugget Creek,NuCr1,B,3 m,NA,yes,Salix,2,NA,0.32,0.37,NA,NA
2024-07-30,Nugget Creek,NuCr1,B,3 m,NA,yes,Salix,1,NA,0.57,NA,NA,NA
2024-07-30,Nugget Creek,NuCr1,B,3 m,NA,yes,Salix,1,NA,0.64,NA,NA,NA
2024-07-30,Nugget Creek,NuCr1,B,6 m,NA,yes,Salix,2,NA,0.54,0.19,NA,NA
2024-07-30,Nugget Creek,NuCr1,C,3 m,NA,yes,Salix,3,NA,0.12,0.48,0.8,NA
2024-07-30,Nugget Creek,NuCr1,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-30,Nugget Creek,NuCr2,A,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-30,Nugget Creek,NuCr2,A,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-30,Nugget Creek,NuCr2,B,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-30,Nugget Creek,NuCr2,B,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-30,Nugget Creek,NuCr2,C,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-30,Nugget Creek,NuCr2,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-30,Nugget Creek,NuCr3,A,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-30,Nugget Creek,NuCr3,A,6 m,NA,yes,Salix,1,NA,NA,NA,NA,NA
2024-07-30,Nugget Creek,NuCr3,A,6 m,NA,yes,Salix,2,NA,0.55,0.6,NA,NA
2024-07-30,Nugget Creek,NuCr3,A,6 m,NA,yes,Salix,2,NA,NA,NA,NA,NA
2024-07-30,Nugget Creek,NuCr3,A,6 m,NA,yes,Salix,1,NA,NA,NA,NA,NA
2024-07-30,Nugget Creek,NuCr3,A,6 m,NA,yes,Salix,1,NA,NA,NA,NA,NA
2024-07-30,Nugget Creek,NuCr3,A,6 m,NA,yes,Salix,1,NA,NA,NA,NA,NA
2024-07-30,Nugget Creek,NuCr3,A,6 m,NA,yes,Salix,1,NA,0.1,NA,NA,NA
2024-07-30,Nugget Creek,NuCr3,B,3 m,NA,yes,Salix,3,NA,0.65,0.46,0.57,NA
2024-07-30,Nugget Creek,NuCr3,B,3 m,NA,yes,Salix,2,NA,0.69,1.21,NA,NA
2024-07-30,Nugget Creek,NuCr3,B,6 m,NA,yes,Salix,1,NA,0.77,NA,NA,NA
2024-07-30,Nugget Creek,NuCr3,C,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-30,Nugget Creek,NuCr3,C,6 m,NA,yes,Salix,1,NA,0.94,NA,NA,NA
2024-07-30,Nugget Creek,NuCr3,C,6 m,NA,yes,Salix,1,NA,0.71,NA,NA,NA
2024-07-31,Nugget Creek,NuCr4,A,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-31,Nugget Creek,NuCr4,A,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-31,Nugget Creek,NuCr4,B,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-31,Nugget Creek,NuCr4,B,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-31,Nugget Creek,NuCr4,C,3 m,NA,yes,Salix,2,NA,0.3,0.09,NA,NA
2024-07-31,Nugget Creek,NuCr4,C,3 m,NA,yes,Salix,1,NA,0.16,NA,NA,NA
2024-07-31,Nugget Creek,NuCr4,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-31,Nugget Creek,NuCr5,A,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-31,Nugget Creek,NuCr5,A,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-31,Nugget Creek,NuCr5,B,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-31,Nugget Creek,NuCr5,B,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-31,Nugget Creek,NuCr5,C,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-31,Nugget Creek,NuCr5,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-31,Nugget Creek,NuCr6,A,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-31,Nugget Creek,NuCr6,A,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-31,Nugget Creek,NuCr6,B,3 m,NA,yes,Salix,1,NA,0.14,NA,NA,NA
2024-07-31,Nugget Creek,NuCr6,B,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-31,Nugget Creek,NuCr6,C,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-31,Nugget Creek,NuCr6,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-16,Shovel Creek,ShCr1,A,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-16,Shovel Creek,ShCr1,A,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-16,Shovel Creek,ShCr1,B,9 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-16,Shovel Creek,ShCr1,B,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-16,Shovel Creek,ShCr1,B,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-16,Shovel Creek,ShCr1,C,9 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-16,Shovel Creek,ShCr1,C,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-16,Shovel Creek,ShCr1,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-16,Shovel Creek,ShCr2,A,6 m,NA,yes,Salix,1,NA,0.15,NA,NA,NA
2024-07-16,Shovel Creek,ShCr2,A,9 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-16,Shovel Creek,ShCr2,A,9 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-16,Shovel Creek,ShCr2,A,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-16,Shovel Creek,ShCr2,B,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-16,Shovel Creek,ShCr2,B,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-16,Shovel Creek,ShCr2,B,9 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-16,Shovel Creek,ShCr2,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-16,Shovel Creek,ShCr2,C,9 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-16,Shovel Creek,ShCr2,C,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-16,Shovel Creek,ShCr3,A,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-16,Shovel Creek,ShCr3,A,9 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-16,Shovel Creek,ShCr3,A,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-16,Shovel Creek,ShCr3,B,9 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-16,Shovel Creek,ShCr3,B,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-16,Shovel Creek,ShCr3,B,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-16,Shovel Creek,ShCr3,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-16,Shovel Creek,ShCr3,C,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-16,Shovel Creek,ShCr3,C,9 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-16,Shovel Creek,ShCr4,A,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-16,Shovel Creek,ShCr4,A,9 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-16,Shovel Creek,ShCr4,A,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-16,Shovel Creek,ShCr4,B,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-16,Shovel Creek,ShCr4,B,9 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-16,Shovel Creek,ShCr4,B,3 m,NA,yes,NA,NA,NA,NA,NA,NA,NA
2024-07-16,Shovel Creek,ShCr4,C,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-16,Shovel Creek,ShCr4,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-16,Shovel Creek,ShCr4,C,9 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-17,Shovel Creek,ShCr5,A,9 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-17,Shovel Creek,ShCr5,A,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-17,Shovel Creek,ShCr5,A,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-17,Shovel Creek,ShCr5,B,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-17,Shovel Creek,ShCr5,B,9 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-17,Shovel Creek,ShCr5,B,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-17,Shovel Creek,ShCr5,C,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-17,Shovel Creek,ShCr5,C,9 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-17,Shovel Creek,ShCr5,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2021-07-20,Shovel Creek,ShCr6,A,NA,NA,yes,Betula,4,NA,1.2,NA,NA,NA
2021-07-20,Shovel Creek,ShCr6,A,NA,NA,yes,Betula,4,NA,1.2,NA,NA,NA
2021-07-20,Shovel Creek,ShCr6,A,NA,NA,yes,Betula,6,NA,1.5,NA,NA,NA
2021-07-20,Shovel Creek,ShCr6,A,NA,NA,yes,Betula,6,NA,1.5,NA,NA,NA
2021-07-20,Shovel Creek,ShCr6,A,NA,NA,yes,Betula,1,NA,0.5,NA,NA,NA
2021-07-20,Shovel Creek,ShCr6,A,NA,NA,yes,Betula,1,NA,0.5,NA,NA,NA
2024-07-17,Shovel Creek,ShCr6,A,9 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-17,Shovel Creek,ShCr6,A,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-17,Shovel Creek,ShCr6,A,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2021-07-20,Shovel Creek,ShCr6,B,NA,NA,yes,Betula,1,NA,1.2,NA,NA,NA
2021-07-20,Shovel Creek,ShCr6,B,NA,NA,yes,Betula,1,NA,1.2,NA,NA,NA
2021-07-20,Shovel Creek,ShCr6,B,NA,NA,yes,Betula,1,NA,1.1,NA,NA,NA
2021-07-20,Shovel Creek,ShCr6,B,NA,NA,yes,Betula,1,NA,1.1,NA,NA,NA
2021-07-20,Shovel Creek,ShCr6,B,NA,NA,yes,Salix,1,NA,3.4,NA,NA,NA
2021-07-20,Shovel Creek,ShCr6,B,NA,NA,yes,Salix,1,NA,3.4,NA,NA,NA
2021-07-20,Shovel Creek,ShCr6,B,NA,NA,yes,Betula,7,NA,1.4,NA,NA,NA
2021-07-20,Shovel Creek,ShCr6,B,NA,NA,yes,Betula,7,NA,1.4,NA,NA,NA
2021-07-20,Shovel Creek,ShCr6,B,NA,NA,yes,Salix,1,NA,0.9,NA,NA,NA
2021-07-20,Shovel Creek,ShCr6,B,NA,NA,yes,Salix,1,NA,0.9,NA,NA,NA
2021-07-20,Shovel Creek,ShCr6,B,NA,NA,yes,Betula,1,NA,3,NA,NA,NA
2021-07-20,Shovel Creek,ShCr6,B,NA,NA,yes,Betula,1,NA,3,NA,NA,NA
2021-07-20,Shovel Creek,ShCr6,B,NA,NA,yes,Salix,1,NA,1.4,NA,NA,NA
2021-07-20,Shovel Creek,ShCr6,B,NA,NA,yes,Salix,1,NA,1.4,NA,NA,NA
2024-07-17,Shovel Creek,ShCr6,B,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-17,Shovel Creek,ShCr6,B,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-17,Shovel Creek,ShCr6,B,9 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2021-07-20,Shovel Creek,ShCr6,C,NA,NA,yes,Betula,5,NA,1.4,NA,NA,NA
2021-07-20,Shovel Creek,ShCr6,C,NA,NA,yes,Betula,5,NA,1.4,NA,NA,NA
2021-07-20,Shovel Creek,ShCr6,C,NA,NA,yes,Betula,1,NA,1.9,NA,NA,NA
2021-07-20,Shovel Creek,ShCr6,C,NA,NA,yes,Betula,1,NA,1.9,NA,NA,NA
2021-07-20,Shovel Creek,ShCr6,C,NA,NA,yes,Betula,1,NA,0.8,NA,NA,NA
2021-07-20,Shovel Creek,ShCr6,C,NA,NA,yes,Betula,1,NA,0.8,NA,NA,NA
2021-07-20,Shovel Creek,ShCr6,C,NA,NA,yes,Betula,1,NA,0.6,NA,NA,NA
2021-07-20,Shovel Creek,ShCr6,C,NA,NA,yes,Betula,1,NA,0.6,NA,NA,NA
2024-07-17,Shovel Creek,ShCr6,C,9 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-17,Shovel Creek,ShCr6,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-17,Shovel Creek,ShCr6,C,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-07-22,Shovel Creek,ShCr6,C,6 m,NA,yes,Salix,1,NA,0.58,NA,NA,NA
2024-07-22,Shovel Creek,ShCr6,C,6 m,NA,yes,Salix,1,NA,0.57,NA,NA,NA
2024-07-22,Shovel Creek,ShCr6,C,6 m,NA,yes,Salix,1,NA,0.45,NA,NA,NA
2024-07-22,Shovel Creek,ShCr6,C,6 m,NA,yes,Salix,3,NA,0.45,0.57,0.46,NA
2024-07-22,Shovel Creek,ShCr6,C,6 m,NA,yes,Salix,1,NA,0.12,NA,NA,NA
2024-07-22,Shovel Creek,ShCr6,C,6 m,NA,yes,Salix,1,NA,0.34,NA,NA,NA
2024-07-22,Shovel Creek,ShCr6,C,6 m,NA,yes,Salix,1,NA,0.12,NA,NA,NA
2024-07-22,Shovel Creek,ShCr6,C,6 m,NA,yes,Salix,1,NA,0.11,NA,NA,NA
2025-07-26,Slate,Slat1,A,6 m,NA,no,NA,NA,NA,NA,NA,NA,d9e2249a-cf69-4e6a-933a-de26c8f6589c
2025-07-26,Slate,Slat1,A,9 m,NA,no,NA,NA,NA,NA,NA,NA,f4d39121-eaf5-455b-b344-56b4ca2b19f2
2025-07-26,Slate,Slat1,A,3 m,NA,no,NA,NA,NA,NA,NA,NA,e5faf471-11eb-4db7-abfd-efbe0200ec5f
2025-07-26,Slate,Slat1,B,3 m,NA,no,NA,NA,NA,NA,NA,NA,2769cb6c-340a-49c9-ad62-8e8d00a5c8f5
2025-07-26,Slate,Slat1,B,9 m,NA,no,NA,NA,NA,NA,NA,NA,701aca6d-a3ce-4828-9f05-4c284a74f7c4
2025-07-26,Slate,Slat1,B,6 m,NA,no,NA,NA,NA,NA,NA,NA,c76ce187-ac20-4338-a523-221ab15d3f96
2025-07-26,Slate,Slat1,C,9 m,NA,no,NA,NA,NA,NA,NA,NA,57d750a3-2c66-4058-b88b-cdce9ddc626d
2025-07-26,Slate,Slat1,C,3 m,NA,no,NA,NA,NA,NA,NA,NA,63506163-81f4-44c5-ab21-26903531b53a
2025-07-26,Slate,Slat1,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,c7730a47-dfab-4824-b364-95ea312d0c45
2025-07-26,Slate,Slat2,A,9 m,NA,no,NA,NA,NA,NA,NA,NA,d7a71612-758d-4cb2-9d7c-2335c4b4759f
2025-07-26,Slate,Slat2,A,6 m,NA,no,NA,NA,NA,NA,NA,NA,367bf1a8-2b56-4ad3-8bf6-56d7d7683ae9
2025-07-26,Slate,Slat2,A,3 m,NA,no,NA,NA,NA,NA,NA,NA,6c80b41a-9976-4afe-be20-70522871f96d
