date,fire_scar,site,plot,location,site_notes,shrub_regen_present,shrub_regen_species,shrub_regen_count,shrub_notes,s_bd1,s_bd2,s_bd3,photos
2025-07-26,Slate,Slat2,B,6 m,Plot is in a paddle:/,no,NA,NA,NA,NA,NA,NA,53de925e-af0a-4cdc-bb65-a7a3a0c57e68
2025-07-26,Slate,Slat2,B,9 m,NA,no,NA,NA,NA,NA,NA,NA,c7d5e009-311c-4e6b-b8d5-63340897d819
2025-07-26,Slate,Slat2,B,3 m,In a puddle,no,NA,NA,NA,NA,NA,NA,6fb43e28-b6c4-4cd5-bf76-e2e6d994a51f
2025-07-26,Slate,Slat2,C,9 m,NA,no,NA,NA,NA,NA,NA,NA,7a095a73-3eb4-42ac-b57e-e3a7c9f977b1
2025-07-26,Slate,Slat2,C,3 m,NA,no,NA,NA,NA,NA,NA,NA,81f84701-ab55-4520-a1fc-15ccbc331674
2025-07-26,Slate,Slat2,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,ae8f4fc5-f14d-4d8e-a039-74d566c1c353
2025-07-26,Slate,Slat3,A,9 m,NA,no,NA,NA,NA,NA,NA,NA,c53759dc-75ca-4739-8175-b5e3b90b7b4a
2025-07-26,Slate,Slat3,A,6 m,NA,no,NA,NA,NA,NA,NA,NA,a49e8499-c732-4d23-ad53-875ddd160460
2025-07-26,Slate,Slat3,A,3 m,NA,no,NA,NA,NA,NA,NA,NA,d604bc3e-9d82-4dce-81a4-c3c88289e0a1
2025-07-26,Slate,Slat3,B,9 m,NA,no,NA,NA,NA,NA,NA,NA,119056a9-65bf-4d45-81bf-2f3fa021ce38
2025-07-26,Slate,Slat3,B,6 m,NA,no,NA,NA,NA,NA,NA,NA,40db856a-d037-40a0-bf9a-2e118078278f
2025-07-26,Slate,Slat3,B,3 m,NA,no,NA,NA,NA,NA,NA,NA,0830da40-76a2-45a8-848b-6947aae45e43
2025-07-26,Slate,Slat3,C,3 m,NA,no,NA,NA,NA,NA,NA,NA,df339016-bafc-4ec7-aca3-efcf44257685
2025-07-26,Slate,Slat3,C,9 m,NA,no,NA,NA,NA,NA,NA,NA,d29ee68d-ba63-4d98-a190-42c39152429e
2025-07-26,Slate,Slat3,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,01fbec1b-3290-442f-b5c2-72040f2304fb
2025-07-27,Slate,Slat4,A,6 m,NA,no,NA,NA,NA,NA,NA,NA,24f46644-3746-45ec-9aa2-91b0ec841ea4
2025-07-27,Slate,Slat4,A,9 m,NA,no,NA,NA,NA,NA,NA,NA,"3b869349-be41-4148-87e3-0d38eded7241,794bf115-389d-4095-95cc-532fedfaaa97"
2025-07-27,Slate,Slat4,A,3 m,NA,no,NA,NA,NA,NA,NA,NA,fe256007-eaab-48b6-a91c-39645e05bf3d
2025-07-27,Slate,Slat4,B,3 m,NA,no,NA,NA,NA,NA,NA,NA,03a5e333-ecee-4960-9321-9d8d962e3fbc
2025-07-27,Slate,Slat4,B,6 m,NA,no,NA,NA,NA,NA,NA,NA,40d1233a-961b-48f4-bf91-468b11422a57
2025-07-27,Slate,Slat4,B,9 m,NA,no,NA,NA,NA,NA,NA,NA,92c9e3c8-4648-47f5-b978-02bf25ce7d45
2025-07-27,Slate,Slat4,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,58f22121-7050-488f-88b0-25cc1919c4a9
2025-07-27,Slate,Slat4,C,9 m,NA,no,NA,NA,NA,NA,NA,NA,7e51e9d4-fdc5-4088-8233-f3921e2bc24b
2025-07-27,Slate,Slat4,C,3 m,Big root ball in plot. Included in CWD,no,NA,NA,NA,NA,NA,NA,25b494bc-d9dd-4f9a-9c78-8ab415a44004
2025-07-27,Slate,Slat5,A,9 m,NA,no,NA,NA,NA,NA,NA,NA,f6c7ed12-d66b-472c-a36e-dc453f80850c
2025-07-27,Slate,Slat5,A,6 m,NA,no,NA,NA,NA,NA,NA,NA,d4451742-c5e3-4aa0-af4c-695b7935fbf6
2025-07-27,Slate,Slat5,A,3 m,NA,no,NA,NA,NA,NA,NA,NA,9d038771-983a-4c55-9bd1-4c663dc51fdd
2025-07-27,Slate,Slat5,B,9 m,NA,no,NA,NA,NA,NA,NA,NA,14223967-6421-4e6f-8b71-2ee635d38cf9
2025-07-27,Slate,Slat5,B,3 m,NA,no,NA,NA,NA,NA,NA,NA,489f5bda-8a0c-4d9d-b05c-ca2c949e6e26
2025-07-27,Slate,Slat5,B,6 m,Root ball as CWD,no,NA,NA,NA,NA,NA,NA,76285cb0-ddb0-4fbf-b4c6-1ecb8b271610
2025-07-27,Slate,Slat5,C,3 m,NA,no,NA,NA,NA,NA,NA,NA,e8276a41-ce8b-429d-9412-a4e7cbd3a0c8
2025-07-27,Slate,Slat5,C,9 m,NA,no,NA,NA,NA,NA,NA,NA,048946c8-4fb6-4c43-b4fe-eea8585d44ad
2025-07-27,Slate,Slat5,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,350ccffe-3127-4adc-b95c-f63c5a2d056f
2025-07-27,Slate,Slat6,A,3 m,Cone ball in plot,no,NA,NA,NA,NA,NA,NA,c23fd613-b015-4c3e-ae5c-9f1e92715183
2025-07-27,Slate,Slat6,A,9 m,NA,no,NA,NA,NA,NA,NA,NA,5714fcbb-734a-4ce6-af07-8de6a3956177
2025-07-27,Slate,Slat6,A,6 m,NA,no,NA,NA,NA,NA,NA,NA,fd8d17d7-7bae-4d96-8cd0-ba6d7529b77c
2025-07-27,Slate,Slat6,B,6 m,NA,no,NA,NA,NA,NA,NA,NA,95b9962f-fbe3-43b3-a487-39330515814c
2025-07-27,Slate,Slat6,B,3 m,Pretty big black spruce in plot,no,NA,NA,NA,NA,NA,NA,118e7397-6d92-4a38-982f-d7718827f967
2025-07-27,Slate,Slat6,B,9 m,NA,no,NA,NA,NA,NA,NA,NA,f8b9ac43-3d96-46fd-a3b8-c8bc9c6b3809
2025-07-27,Slate,Slat6,C,3 m,NA,no,NA,NA,NA,NA,NA,NA,db207430-7f83-4d69-b350-c6bebcf91101
2025-07-27,Slate,Slat6,C,9 m,NA,no,NA,NA,NA,NA,NA,NA,e38d47a1-129d-48d5-b536-62398c394dc9
2025-07-27,Slate,Slat6,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,1a88f0eb-d594-4be2-a75b-9062211cb087
2024-08-03,Teklanika,Tekl1,A,3 m,NA,yes,Salix,2,NA,0.25,0.11,NA,NA
2024-08-03,Teklanika,Tekl1,A,3 m,NA,yes,Salix,5,NA,0.22,0.2,0.23,NA
2024-08-03,Teklanika,Tekl1,A,3 m,NA,yes,Salix,2,NA,0.14,0.21,NA,NA
2024-08-03,Teklanika,Tekl1,A,6 m,NA,yes,Salix,4,NA,0.2,0.09,0.13,NA
2024-08-03,Teklanika,Tekl1,B,6 m,NA,yes,Salix,15,NA,0.12,0.15,0.11,NA
2024-08-03,Teklanika,Tekl1,B,6 m,NA,yes,Salix,5,NA,0.19,0.17,0.14,NA
2024-08-03,Teklanika,Tekl1,B,6 m,NA,yes,Salix,14,NA,0.16,0.17,0.14,NA
2024-08-03,Teklanika,Tekl1,B,3 m,NA,yes,Salix,7,NA,0.24,0.14,0.18,NA
2024-08-03,Teklanika,Tekl1,B,3 m,NA,yes,Salix,8,NA,0.09,0.17,1,NA
2024-08-03,Teklanika,Tekl1,C,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-08-03,Teklanika,Tekl1,C,6 m,NA,yes,Salix,1,NA,0.1,NA,NA,NA
2024-08-03,Teklanika,Tekl2,A,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-08-03,Teklanika,Tekl2,A,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-08-03,Teklanika,Tekl2,B,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-08-03,Teklanika,Tekl2,B,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-08-03,Teklanika,Tekl2,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-08-03,Teklanika,Tekl2,C,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-08-03,Teklanika,Tekl3,A,6 m,NA,yes,Salix,4,NA,0.28,0.17,0.11,NA
2024-08-03,Teklanika,Tekl3,A,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-08-03,Teklanika,Tekl3,B,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-08-03,Teklanika,Tekl3,B,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-08-03,Teklanika,Tekl3,C,3 m,NA,yes,Salix,6,NA,0.21,0.15,0.23,NA
2024-08-03,Teklanika,Tekl3,C,3 m,NA,yes,Salix,2,NA,0.51,0.32,NA,NA
2024-08-03,Teklanika,Tekl3,C,3 m,NA,yes,Salix,2,NA,0.09,0.17,NA,NA
2024-08-03,Teklanika,Tekl3,C,6 m,NA,yes,Salix,6,NA,0.37,0.22,0.2,NA
2024-08-03,Teklanika,Tekl3,C,6 m,NA,yes,Salix,3,NA,0.3,0.15,0.29,NA
2024-08-02,Teklanika,Tekl4,A,3 m,NA,yes,Salix,4,NA,0.37,0.35,0.3,NA
2024-08-02,Teklanika,Tekl4,A,3 m,NA,yes,Salix,3,NA,0.19,0.2,0.24,NA
2024-08-02,Teklanika,Tekl4,A,6 m,NA,yes,Salix,18,NA,0.28,0.2,0.34,NA
2024-08-02,Teklanika,Tekl4,B,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-08-02,Teklanika,Tekl4,B,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-08-02,Teklanika,Tekl4,C,3 m,NA,yes,Salix,12,NA,0.15,0.29,0.19,NA
2024-08-02,Teklanika,Tekl4,C,6 m,NA,yes,Salix,9,NA,0.23,0.28,0.16,NA
2024-08-02,Teklanika,Tekl4,C,6 m,NA,yes,Salix,9,NA,0.25,0.14,0.12,NA
2024-08-02,Teklanika,Tekl4,C,6 m,NA,yes,Salix,6,NA,0.21,0.19,0.24,NA
2024-08-02,Teklanika,Tekl4,C,6 m,NA,yes,Salix,3,NA,0.09,0.12,0.1,NA
2024-08-02,Teklanika,Tekl5,A,3 m,NA,yes,Salix,12,NA,0.29,0.27,0.4,NA
2024-08-02,Teklanika,Tekl5,A,3 m,NA,yes,Salix,2,NA,0.25,0.13,NA,NA
2024-08-02,Teklanika,Tekl5,A,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-08-02,Teklanika,Tekl5,B,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-08-02,Teklanika,Tekl5,B,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-08-02,Teklanika,Tekl5,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-08-02,Teklanika,Tekl5,C,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-08-02,Teklanika,Tekl6,A,6 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-08-02,Teklanika,Tekl6,A,3 m,NA,no,NA,NA,NA,NA,NA,NA,NA
2024-08-02,Teklanika,Tekl6,B,6 m,NA,yes,Salix,1,NA,0.15,NA,NA,NA
2024-08-02,Teklanika,Tekl6,B,3 m,NA,yes,Salix,1,NA,0.2,NA,NA,NA
2024-08-02,Teklanika,Tekl6,C,6 m,NA,yes,Salix,2,NA,0.27,0.26,NA,NA
2024-08-02,Teklanika,Tekl6,C,3 m,NA,yes,Salix,14,NA,0.15,0.21,0.24,NA
2024-08-02,Teklanika,Tekl6,C,3 m,NA,yes,Salix,6,NA,0.22,0.12,0.23,NA
2024-08-02,Teklanika,Tekl6,C,3 m,NA,yes,Salix,7,NA,0.21,0.17,0.24,NA
2025-08-02,Troublesome,Trou1,A,9 m,NA,no,NA,NA,NA,NA,NA,NA,2100a99b-2e5d-4d4f-b38a-89daebcde61d
2025-08-02,Troublesome,Trou1,A,6 m,NA,no,NA,NA,NA,NA,NA,NA,d7e20fcf-48ad-482e-b35a-47dba361353e
2025-08-02,Troublesome,Trou1,A,3 m,NA,no,NA,NA,NA,NA,NA,NA,2a451d96-2056-4b31-b4e4-ea7d1d007015
2025-08-02,Troublesome,Trou1,B,3 m,NA,no,NA,NA,NA,NA,NA,NA,59ee5d16-8615-42b0-bf47-6b61c0d65eaa
2025-08-02,Troublesome,Trou1,B,9 m,NA,no,NA,NA,NA,NA,NA,NA,fa03d3c4-2e56-4a1c-807e-e635ede1ca9f
2025-08-02,Troublesome,Trou1,B,6 m,NA,no,NA,NA,NA,NA,NA,NA,478447e6-53e3-4b92-a8c5-3af62c2adf00
2025-08-02,Troublesome,Trou1,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,4bc1b138-ad22-4729-8ff2-7ed8d558d144
2025-08-02,Troublesome,Trou1,C,3 m,NA,no,NA,NA,NA,NA,NA,NA,5fa57ea5-b3aa-435c-a9c4-931cbd2c5455
2025-08-02,Troublesome,Trou1,C,9 m,NA,no,NA,NA,NA,NA,NA,NA,09a886cc-a7c0-4286-ac88-d4cd87a68c87
2025-08-02,Troublesome,Trou2,A,6 m,NA,no,NA,NA,NA,NA,NA,NA,08f23783-ef0c-4f20-bb18-fb32fb8e8a3b
2025-08-02,Troublesome,Trou2,A,3 m,NA,no,NA,NA,NA,NA,NA,NA,a59219d2-0ef7-41ea-8216-d771510c0a15
2025-08-02,Troublesome,Trou2,A,9 m,NA,no,NA,NA,NA,NA,NA,NA,7f5accea-615d-4d62-8404-8bc53f430cb0
2025-08-02,Troublesome,Trou2,B,3 m,NA,no,NA,NA,NA,NA,NA,NA,782fcb25-7a48-4058-b5ed-cbd64e0242da
2025-08-02,Troublesome,Trou2,B,6 m,NA,no,NA,NA,NA,NA,NA,NA,e0b91b99-bb27-4cf8-b4ff-b302d25e46ee
2025-08-02,Troublesome,Trou2,B,9 m,NA,no,NA,NA,NA,NA,NA,NA,5597c7f8-0348-417d-a0e4-85c6708d055c
2025-08-02,Troublesome,Trou2,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,8bb3e2c4-c576-4b62-8070-865f4271dabf
2025-08-02,Troublesome,Trou2,C,9 m,NA,no,NA,NA,NA,NA,NA,NA,91fffb3e-4e01-4f8a-a06e-953beaa50c68
2025-08-02,Troublesome,Trou2,C,3 m,NA,no,NA,NA,NA,NA,NA,NA,42be5835-ca64-4314-a357-fed314440db2
2025-08-02,Troublesome,Trou3,A,3 m,NA,no,NA,NA,NA,NA,NA,NA,71ccbd23-ca1e-4163-8469-09d828ee13ef
2025-08-02,Troublesome,Trou3,A,6 m,NA,no,NA,NA,NA,NA,NA,NA,c081bb00-bb1d-4623-9e95-70507f75a95a
2025-08-02,Troublesome,Trou3,A,9 m,NA,no,NA,NA,NA,NA,NA,NA,cab07c8c-c3e6-4c9c-8b86-0bc2db53beb0
2025-08-02,Troublesome,Trou3,B,6 m,NA,no,NA,NA,NA,NA,NA,NA,e3d6b0d6-90c7-435f-aba1-64eb07273e6c
2025-08-02,Troublesome,Trou3,B,3 m,NA,no,NA,NA,NA,NA,NA,NA,fe00832c-ff7f-4f98-991c-603f61bdab92
2025-08-02,Troublesome,Trou3,B,9 m,NA,no,NA,NA,NA,NA,NA,NA,d9a2f1ff-2ddf-4e31-a5ed-c86212974284
2025-08-02,Troublesome,Trou3,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,51fb0973-0164-4b87-b9a5-354d590e98ce
2025-08-02,Troublesome,Trou3,C,3 m,NA,no,NA,NA,NA,NA,NA,NA,79ceeff8-bde7-4d7b-ac76-82da03802516
2025-08-02,Troublesome,Trou3,C,9 m,NA,no,NA,NA,NA,NA,NA,NA,81ea207f-a805-44b7-bc7f-4aeea6fd3bfb
2025-08-05,Troublesome,Trou4,A,3 m,NA,no,NA,NA,NA,NA,NA,NA,76cc0a7e-304e-4f03-861e-a5a27019ab8d
2025-08-05,Troublesome,Trou4,A,6 m,NA,no,NA,NA,NA,NA,NA,NA,ac67242c-aa1d-4a59-b24b-b142191afe4f
2025-08-05,Troublesome,Trou4,A,9 m,Really messy plot. A lot going on,no,NA,NA,NA,NA,NA,NA,64243825-5e4a-461a-9868-da250c7e3107
2025-08-05,Troublesome,Trou4,B,9 m,NA,no,NA,NA,NA,NA,NA,NA,392ebec1-28af-4d41-8a18-4e3fb4f9b3ba
2025-08-05,Troublesome,Trou4,B,6 m,NA,no,NA,NA,NA,NA,NA,NA,2f2144ea-aa76-4575-8f1f-ca4d55f8d1ef
2025-08-05,Troublesome,Trou4,B,3 m,NA,no,NA,NA,NA,NA,NA,NA,fb39e2a9-9740-42bc-a124-acc83255e6b8
2025-08-05,Troublesome,Trou4,C,3 m,NA,no,NA,NA,NA,NA,NA,NA,73e5b2a8-6807-4056-adc8-0433ef2bd1e7
2025-08-05,Troublesome,Trou4,C,9 m,NA,no,NA,NA,NA,NA,NA,NA,2589bc6d-8fd6-4a2e-8019-61fd6a8257b4
2025-08-05,Troublesome,Trou4,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,b0af785f-18d7-4c06-9a50-6f08a70122b7
2025-08-05,Troublesome,Trou5,A,3 m,NA,no,NA,NA,NA,NA,NA,NA,04157e24-a54d-43c4-af2e-4051787bdf0f
2025-08-05,Troublesome,Trou5,A,9 m,NA,no,NA,NA,NA,NA,NA,NA,2ee44829-6055-4a7c-bf84-cf3f92750620
2025-08-05,Troublesome,Trou5,A,6 m,NA,no,NA,NA,NA,NA,NA,NA,0ef72cea-9df6-4641-b090-5b0d8d6abf40
2025-08-05,Troublesome,Trou5,B,3 m,NA,no,NA,NA,NA,NA,NA,NA,e9c5cba7-87a3-4f68-9b83-0a90bdb3f4c6
2025-08-05,Troublesome,Trou5,B,9 m,NA,no,NA,NA,NA,NA,NA,NA,197bb533-359f-4995-b244-678b099c3a5f
2025-08-05,Troublesome,Trou5,B,6 m,NA,no,NA,NA,NA,NA,NA,NA,482772d8-5251-42dd-8cf6-a1532611e597
2025-08-05,Troublesome,Trou5,C,3 m,NA,no,NA,NA,NA,NA,NA,NA,ff0665dc-7491-4467-92d5-8092903d0c00
2025-08-05,Troublesome,Trou5,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,fe236247-9b98-4562-8dd7-1a94a91f26a2
2025-08-05,Troublesome,Trou5,C,9 m,NA,no,NA,NA,NA,NA,NA,NA,b57848a0-8e6d-4721-8c88-021553893b70
2025-08-01,Yukon Creek,YuCr1,A,3 m,Cone ball in plot,no,NA,NA,NA,NA,NA,NA,30166533-ee8f-49df-a3f5-603f94add9b1
2025-08-01,Yukon Creek,YuCr1,A,9 m,NA,no,NA,NA,NA,NA,NA,NA,52d8ac6f-d29e-404a-972e-151b34aae3f8
2025-08-01,Yukon Creek,YuCr1,A,6 m,NA,no,NA,NA,NA,NA,NA,NA,3c76a1ab-b72b-417f-aee2-2b620e749009
2025-08-01,Yukon Creek,YuCr1,B,6 m,Hug burned alder in plot. Also difficult to do ground cover. Another dense plot were I could not see the ground. Did my best,no,NA,NA,NA,NA,NA,NA,dd83d537-0f50-4b0b-b8c2-ff8a17845b93
2025-08-01,Yukon Creek,YuCr1,B,3 m,Ground cover for this plot was difficult given that I couldn’t really see the ground with a bunch of plant cover. Did my best:/,no,NA,NA,NA,NA,NA,NA,6ef71c62-44ac-48af-9dde-4eb50cda65af
2025-08-01,Yukon Creek,YuCr1,B,9 m,NA,no,NA,NA,NA,NA,NA,NA,871d2177-37db-4cac-b515-f3db120e5885
2025-08-01,Yukon Creek,YuCr1,C,9 m,NA,no,NA,NA,NA,NA,NA,NA,129b8c2e-5920-49bf-82b3-5ac4096dfd71
2025-08-01,Yukon Creek,YuCr1,C,3 m,NA,no,NA,NA,NA,NA,NA,NA,c2c02757-df72-47c7-8537-4ead4479b596
2025-08-01,Yukon Creek,YuCr1,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,bd376bf6-4b41-4762-95eb-3d9bbd56d2b3
2025-08-01,Yukon Creek,YuCr2,A,3 m,NA,no,NA,NA,NA,NA,NA,NA,517d459c-b15e-4572-9765-4f6cc5372b1c
2025-08-01,Yukon Creek,YuCr2,A,6 m,NA,no,NA,NA,NA,NA,NA,NA,ee7d3173-3956-4700-ae75-17671c249f37
2025-08-01,Yukon Creek,YuCr2,A,9 m,NA,no,NA,NA,NA,NA,NA,NA,09362830-324a-4caf-891f-6538ddd12ac3
2025-08-01,Yukon Creek,YuCr2,B,6 m,NA,no,NA,NA,NA,NA,NA,NA,7088b9e7-eccc-4379-b418-5e73740b3a06
2025-08-01,Yukon Creek,YuCr2,B,3 m,NA,no,NA,NA,NA,NA,NA,NA,945dc8e2-33fc-47f1-9d83-01e994813688
2025-08-01,Yukon Creek,YuCr2,B,9 m,NA,no,NA,NA,NA,NA,NA,NA,d4aa02d2-918f-4131-b9b1-a11e54a9721b
2025-08-01,Yukon Creek,YuCr2,C,9 m,NA,no,NA,NA,NA,NA,NA,NA,1ce15ab2-c95f-4906-9184-b7aa2fbbd41b
2025-08-01,Yukon Creek,YuCr2,C,3 m,NA,no,NA,NA,NA,NA,NA,NA,7111dde1-9b86-4a29-85c9-df144ad78b7b
2025-08-01,Yukon Creek,YuCr2,C,6 m,This site is difficult to do ground cover. There is a lot of horse tail making the ground hard to see,no,NA,NA,NA,NA,NA,NA,20312ff2-ec47-4236-9462-1c9735c59ccf
2025-08-01,Yukon Creek,YuCr3,A,6 m,NA,no,NA,NA,NA,NA,NA,NA,a02da16b-90bb-49b3-bf3c-705c3c057d7f
2025-08-01,Yukon Creek,YuCr3,A,3 m,NA,no,NA,NA,NA,NA,NA,NA,f3d8ab91-566f-4183-b4a0-af0ba2a0e15f
2025-08-01,Yukon Creek,YuCr3,A,9 m,NA,no,NA,NA,NA,NA,NA,NA,02c50af4-fbea-459f-822a-0b19a3cf5e9a
2025-08-01,Yukon Creek,YuCr3,B,3 m,NA,no,NA,NA,NA,NA,NA,NA,f0a787a2-0fef-4947-b68e-4637fec71495
2025-08-01,Yukon Creek,YuCr3,B,6 m,NA,no,NA,NA,NA,NA,NA,NA,c08282bc-c7ba-4178-8148-c8aea54b933c
2025-08-01,Yukon Creek,YuCr3,B,9 m,NA,no,NA,NA,NA,NA,NA,NA,1645756b-28a7-468c-8dd7-057c8fc39b92
2025-08-01,Yukon Creek,YuCr3,C,9 m,NA,no,NA,NA,NA,NA,NA,NA,21ff4ec8-69c2-4f77-859b-603b9ff28734
2025-08-01,Yukon Creek,YuCr3,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,d7ac10a0-df45-44d3-99bd-3e9334a6b0b9
2025-08-01,Yukon Creek,YuCr3,C,3 m,NA,no,NA,NA,NA,NA,NA,NA,fe28bec5-fea9-4952-a121-84d4e5523a94
2025-08-04,Yukon Creek,YuCr4,A,6 m,NA,no,NA,NA,NA,NA,NA,NA,2b07a178-2dc0-4eee-808e-7ebcb76a04c0
2025-08-04,Yukon Creek,YuCr4,A,9 m,NA,no,NA,NA,NA,NA,NA,NA,2303968b-b0ff-48ec-a0e6-0b9b35b063de
2025-08-04,Yukon Creek,YuCr4,A,3 m,NA,no,NA,NA,NA,NA,NA,NA,b6fabba7-ea55-4915-96d6-c7dbc193ed53
2025-08-04,Yukon Creek,YuCr4,B,9 m,NA,no,NA,NA,NA,NA,NA,NA,81137c5c-0f8a-41c8-a4b1-7f5746f17c7b
2025-08-04,Yukon Creek,YuCr4,B,3 m,NA,no,NA,NA,NA,NA,NA,NA,a11eef0a-0384-4ad5-a6e9-edaa3bf207ff
2025-08-04,Yukon Creek,YuCr4,B,6 m,NA,no,NA,NA,NA,NA,NA,NA,f7f4e54f-0377-45ff-8cb8-34a9edaefc19
2025-08-04,Yukon Creek,YuCr4,C,9 m,NA,no,NA,NA,NA,NA,NA,NA,c9f50287-6638-4c7a-8ad6-f18e70c604d6
2025-08-04,Yukon Creek,YuCr4,C,3 m,NA,no,NA,NA,NA,NA,NA,NA,6fec94db-773d-41e6-b1a6-abe3da739d8d
2025-08-04,Yukon Creek,YuCr4,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,c5064094-3300-4beb-b808-4fe50ccecb7c
2025-08-04,Yukon Creek,YuCr5,A,3 m,NA,no,NA,NA,NA,NA,NA,NA,1bf0232f-37ef-4546-9c7e-94905d34bd13
2025-08-04,Yukon Creek,YuCr5,A,9 m,NA,no,NA,NA,NA,NA,NA,NA,b168ade9-bbcb-4b89-8ce4-8876cd039e7c
2025-08-04,Yukon Creek,YuCr5,A,6 m,NA,no,NA,NA,NA,NA,NA,NA,651a6eaa-fe40-4ba7-ac64-c02f9dd30289
2025-08-04,Yukon Creek,YuCr5,B,3 m,NA,no,NA,NA,NA,NA,NA,NA,81438238-3da7-458a-abcb-e1b76546bbca
2025-08-04,Yukon Creek,YuCr5,B,9 m,NA,no,NA,NA,NA,NA,NA,NA,c5cf30d4-ea96-4cc4-97d5-8774cb23ce74
2025-08-04,Yukon Creek,YuCr5,B,6 m,NA,no,NA,NA,NA,NA,NA,NA,c34e7efc-2e17-4c2b-99c7-cb2620d4e682
2025-08-04,Yukon Creek,YuCr5,C,9 m,NA,no,NA,NA,NA,NA,NA,NA,25e8bcca-13c2-4f5b-b60a-1def2682dddf
2025-08-04,Yukon Creek,YuCr5,C,3 m,NA,no,NA,NA,NA,NA,NA,NA,0d57bd3c-3750-4e38-9a45-dc536078b09c
2025-08-04,Yukon Creek,YuCr5,C,6 m,NA,no,NA,NA,NA,NA,NA,NA,2d31a006-f8de-498f-89fa-0563f97ce811
